"file","where","notes","vietnamese","english"
"tours.json","nha-co-va-nghe-xua / description","","Tuyến đi bộ đã khảo sát thực tế: xuất phát từ nhà thờ tộc Nguyễn Tường trên đường Nguyễn Thị Minh Khai, rẽ sang Trần Phú ghé nhà cổ Đức An, xuống Nguyễn Thái Học thăm bảo tàng nghề Y truyền thống, rồi kết thúc ở Miếu Quan Công.","A surveyed walking route: start at the Nguyen Tuong family chapel on Nguyen Thi Minh Khai, turn onto Tran Phu for Duc An old house, drop down to Nguyen Thai Hoc for the Museum of Traditional Medicine, and finish at Quan Cong Temple."
"tours.json","nha-co-va-nghe-xua / voucher","","Voucher quà tặng (chốt tên sau)","Gift voucher (name TBD)"
"tours.json","chua-cau-va-cam-pho / title","","Chùa Cầu & Cẩm Phô","Japanese Bridge & Cam Pho"
"tours.json","chua-cau-va-cam-pho / theme","","Đình Cẩm Phô → Tụy Tiên Đường Minh Hương","Cam Pho communal house → Minh Huong ancestral hall"
"tours.json","chua-cau-va-cam-pho / description","","Tuyến đi bộ đã khảo sát thực tế: từ đình làng Cẩm Phô đi dọc Nguyễn Thị Minh Khai qua nhà trưng bày Văn hóa Nhật Bản và Chùa Cầu, sang hội quán Quảng Triệu, rồi đi hết Trần Phú tới Tụy Tiên Đường Minh Hương.","A surveyed walking route: from the Cam Pho communal house along Nguyen Thi Minh Khai past the Japanese Culture Gallery and the Japanese Bridge, on to the Cantonese Assembly Hall, then the length of Tran Phu to the Minh Huong ancestral hall."
"tours.json","chua-cau-va-cam-pho / voucher","","Voucher quà tặng (chốt tên sau)","Gift voucher (name TBD)"
"rewards.json","tier-dao-pho / title","","Người dạo phố","Wanderer"
"rewards.json","tier-dao-pho / reward","","Sticker Hội An Creative Week","Hoi An Creative Week sticker"
"rewards.json","tier-kham-pha / title","","Người khám phá","Explorer"
"rewards.json","tier-kham-pha / reward","","Bưu thiếp in tại chỗ","Printed postcard"
"rewards.json","tier-suu-tam / title","","Nhà sưu tầm","Collector"
"rewards.json","tier-suu-tam / reward","","Voucher quà tặng (chốt tên sau)","Gift voucher (name TBD)"
"rewards.json","tier-dai-su / title","","Đại sứ Hội An","Hoi An Ambassador"
"rewards.json","tier-dai-su / reward","","Quà lưu niệm đặc biệt","Special souvenir"
"categories.json","di-tich / label","","Di tích","Heritage"
"categories.json","hoi-quan / label","","Hội quán","Assembly halls"
"categories.json","nha-co / label","","Nhà cổ","Old houses"
"categories.json","bao-tang / label","","Bảo tàng","Museums"
"categories.json","trai-nghiem / label","","Trải nghiệm & trình diễn","Experiences & performances"
"ticket-points.json","V1 / where","","Bên trái Quảng trường sông Hoài, trên dọc đường Công Nữ Ngọc Hoa","Bên trái Quảng trường sông Hoài, trên dọc đường Công Nữ Ngọc Hoa"
"ticket-points.json","V3 / where","","Đầu đường Nguyễn Thị Minh Khai, gần chỗ con thuyền Nhật Bản, ngay chỗ bắt xe taxi - xe điện","Đầu đường Nguyễn Thị Minh Khai, gần chỗ con thuyền Nhật Bản, ngay chỗ bắt xe taxi - xe điện"
"ticket-points.json","V4 / where","","Đầu đường Nguyễn Phúc Chu","Đầu đường Nguyễn Phúc Chu"
"ticket-points.json","V10 / where","","Công viên Phan Châu Trinh","Công viên Phan Châu Trinh"
"ticket-points.json","V5 / where","","Cạnh chùa Cầu","Cạnh chùa Cầu"
"ticket-points.json","V6 / where","","Đầu cầu An Hội, bên Nguyễn Phúc Chu","Đầu cầu An Hội, bên Nguyễn Phúc Chu"
"ticket-points.json","V9 / where","","Trên đường Hai Bà Trưng, trước cổng chùa Bà Thiên Mụ","Trên đường Hai Bà Trưng, trước cổng chùa Bà Thiên Mụ"
"ticket-points.json","V8 / where","","Trên đường Lê Lợi, cạnh Đình Hội An","Trên đường Lê Lợi, cạnh Đình Hội An"
"ticket-points.json","V6.2 / where","","Trên đường Hoàng Văn Thụ, ra bờ sông","Trên đường Hoàng Văn Thụ, ra bờ sông"
"ticket-points.json","V7 / where","","Góc đường Phan Châu Trinh - Nguyễn Huệ","Góc đường Phan Châu Trinh - Nguyễn Huệ"
"ticket-points.json","V2 / where","","Đầu đường Hoàng Diệu giao Trần Phú","Đầu đường Hoàng Diệu giao Trần Phú"
"ticket-points.json","V97 / where","","Điểm bán vé tại bãi xe Hoiango","Điểm bán vé tại bãi xe Hoiango"
"ticket-points.json","V332 / where","","Điểm bán vé tại 10B Trần Hưng Đạo","Điểm bán vé tại 10B Trần Hưng Đạo"
"strings.js","intro","UI label","Giới thiệu","About"
"strings.js","explore","UI label","Khám phá","Explore"
"strings.js","tours","UI label","Tuyến","Tours"
"strings.js","passport","UI label","Hộ chiếu","Passport"
"strings.js","sites_count","${…} placeholders must stay","${n} địa điểm trong phố cổ","${n} sites in the Ancient Town"
"strings.js","all","UI label","Tất cả","All"
"strings.js","no_sites","UI label","Chưa có điểm đến trong mục này.","No sites in this category yet."
"strings.js","journey","UI label","Hành trình","The journey"
"strings.js","how_it_works","UI label","Cách hoạt động","How it works"
"strings.js","open_map","UI label","🗺️ Khám phá bản đồ","🗺️ Explore the map"
"strings.js","see_tours","UI label","🚶 Xem tuyến đi bộ","🚶 Walking tours"
"strings.js","collected","${…} placeholders must stay","Bạn đã sưu tầm ${a}/${b} tem.","You have collected ${a}/${b} stamps."
"strings.js","view_passport","UI label","Xem hộ chiếu →","View passport →"
"strings.js","directions","UI label","➤ Chỉ đường bằng Google Maps","➤ Directions in Google Maps"
"strings.js","checkin","UI label","📍 Check-in tại đây","📍 Check in here"
"strings.js","simulate","UI label","🧪 Giả lập đã đến nơi (test)","🧪 Simulate arrival (test)"
"strings.js","locating","UI label","Đang xác định vị trí…","Locating you…"
"strings.js","retry","UI label","Thử lại","Try again"
"strings.js","far","${…} placeholders must stay","Bạn đang cách điểm đến khoảng ${d} m (cần ≤ ${r} m). Hãy đến gần hơn rồi thử lại.","You are about ${d} m away (need ≤ ${r} m). Get closer and try again."
"strings.js","geo_denied","UI label","Bạn cần cho phép truy cập vị trí để check-in.","Please allow location access to check in."
"strings.js","geo_fail","UI label","Không lấy được vị trí. Hãy thử lại ở ngoài trời.","Could not get your location. Try again outdoors."
"strings.js","arrived","UI label","✔ Đã đến nơi! Trả lời câu hỏi để nhận tem:","✔ You are here! Answer the questions to earn a stamp:"
"strings.js","question_of","${…} placeholders must stay","Câu ${i}/${n}","Question ${i}/${n}"
"strings.js","checkin_done","UI label","✅ Đã check-in! Tem đã được thêm vào hộ chiếu.","✅ Checked in! The stamp was added to your passport."
"strings.js","tours_title","UI label","Tuyến đi bộ","Walking tours"
"strings.js","tours_sub","UI label","Khám phá phố cổ theo chủ đề","Explore the old town by theme"
"strings.js","stops","${…} placeholders must stay","${n} điểm dừng","${n} stops"
"strings.js","route","UI label","Lộ trình","Route"
"strings.js","passport_title","UI label","Hộ chiếu của tôi","My passport"
"strings.js","stamps_of","${…} placeholders must stay","${a}/${b} tem đã sưu tầm","${a}/${b} stamps collected"
"strings.js","all_done","UI label","🎉 Hoàn thành! Bạn đã check-in tất cả điểm đến.","🎉 Complete! You have checked in everywhere."
"strings.js","set_complete","UI label","Đã hoàn thành bộ tem này!","You completed this stamp set!"
"strings.js","redeem","UI label","🎁 Đổi voucher","🎁 Redeem voucher"
"strings.js","redeem_intro","UI label","Đưa màn hình này cho kiểm soát viên tại quầy vé để nhận voucher giấy.","Show this screen to a staff member at any ticket counter to receive a paper voucher."
"strings.js","staff_confirm","UI label","Kiểm soát viên xác nhận","Staff confirm"
"strings.js","enter_code","UI label","Nhập mã kiểm soát viên","Enter staff code"
"strings.js","wrong_code","UI label","Mã không đúng.","Wrong code."
"strings.js","staff_only","UI label","Khu vực dành cho ban tổ chức. Nhập mã để xem.","Organizer area. Enter the staff code to continue."
"strings.js","redeemed","UI label","✅ Đã đổi voucher. Cảm ơn bạn!","✅ Voucher redeemed. Thank you!"
"strings.js","wrong_wait","${…} placeholders must stay","Chưa đúng. Đọc lại bảng giới thiệu và thử lại sau ${n} giây.","Not quite. Read the sign again and retry in ${n}s."
"strings.js","keep_code","UI label","📸 Chụp màn hình mã này! Đây là cách duy nhất lấy lại hộ chiếu nếu bạn đổi máy hoặc xoá dữ liệu trình duyệt.","📸 Screenshot this code! It is the only way to get your passport back on a new phone or after clearing your browser."
"strings.js","install","UI label","⬇️ Tải app về máy (dùng offline)","⬇️ Install the app (works offline)"
"strings.js","install_why","UI label","Cài về màn hình chính để dùng khi không có mạng.","Add it to your home screen to use it without a signal."
"strings.js","install_ios","UI label","Trên iPhone: bấm nút Chia sẻ ⬆️ rồi chọn ""Thêm vào MH chính"".","On iPhone: tap Share ⬆️ then ""Add to Home Screen""."
"strings.js","locate_me","UI label","Vị trí của tôi","My location"
"strings.js","hours_label","UI label","Giờ mở","Hours"
"strings.js","addr_label","UI label","Địa chỉ","Address"
"strings.js","prev_site","UI label","Điểm trước","Previous site"
"strings.js","next_site","UI label","Điểm sau","Next site"
"strings.js","locating_now","UI label","Đang tìm vị trí…","Finding you…"
"strings.js","booth_find","UI label","🎟️ Quầy vé gần nhất","🎟️ Nearest ticket counter"
"strings.js","booth_hint","UI label","Đổi voucher hoặc nhờ hỗ trợ tại quầy vé.","Claim vouchers or ask for help at a ticket counter."
"strings.js","booth_nearest","${…} placeholders must stay","Quầy ${name} · cách ${d}","Counter ${name} · ${d} away"
"strings.js","booth_dir","UI label","➤ Chỉ đường tới quầy","➤ Directions to the counter"
"strings.js","org_events","UI label","Sự kiện khác","Other events"
"strings.js","org_flagged","UI label","Hộ chiếu cần xem lại","Passports to review"
"strings.js","org_flagged_none","UI label","Chưa có hộ chiếu nào bất thường.","Nothing unusual so far."
"strings.js","org_flagged_hint","UI label","Dấu hiệu di chuyển bất khả thi giữa các điểm. Chỉ để tham khảo — vẫn phát voucher nếu khách hợp lý.","Stamps that could not have been walked between. Advisory only — hand over the voucher if the visitor makes sense."
"strings.js","flag_warn","UI label","⚠️ Hộ chiếu này có dấu hiệu check-in bất thường. Hỏi khách vài câu về điểm đến trước khi phát voucher — nếu hợp lý thì vẫn phát bình thường.","⚠️ This passport has unusual check-in timing. Ask the visitor about a site or two before handing over the voucher — if they check out, redeem as normal."
"strings.js","points","UI label","điểm","points"
"strings.js","earned","${…} placeholders must stay","+${n} điểm","+${n} points"
"strings.js","perfect_bonus","UI label","Đúng hết ngay lần đầu","All correct first try"
"strings.js","spotlight","UI label","Điểm cần khám phá","Spotlight site"
"strings.js","spotlight_hint","${…} placeholders must stay","Đang ít khách — check-in tại đây được +${n} điểm thưởng.","Quiet right now — checking in here earns +${n} bonus points."
"strings.js","rank","UI label","Danh hiệu","Rank"
"strings.js","no_rank","UI label","Chưa có danh hiệu","No rank yet"
"strings.js","next_rank","${…} placeholders must stay","Còn ${n} điểm nữa để đạt “${name}”","${n} more points to reach “${name}”"
"strings.js","rewards_title","UI label","Phần thưởng","Rewards"
"strings.js","reward_locked","${…} placeholders must stay","Cần ${n} điểm","Needs ${n} points"
"strings.js","reward_ready","UI label","Đã mở khoá — nhận tại quầy vé","Unlocked — collect at any ticket counter"
"strings.js","reward_taken","UI label","Đã nhận","Collected"
"strings.js","other_sites","UI label","Điểm tham quan khác","Other sites"
"strings.js","other_sites_hint","UI label","Vẫn nhận tem và điểm, không thuộc tuyến nào","Still earn stamps and points, not part of a tour"
"strings.js","claim","UI label","🎁 Nhận quà","🎁 Claim"
"strings.js","score_how","UI label","Cách tính điểm","How points work"
"strings.js","pt_stamp","UI label","mỗi lần check-in","per check-in"
"strings.js","pt_perfect","UI label","trả lời đúng hết ngay lần đầu","quiz answered correctly first try"
"strings.js","pt_spotlight","UI label","check-in tại “điểm cần khám phá”","checking in at a spotlight site"
"strings.js","pt_tour","UI label","hoàn thành một tuyến (đủ tem của tuyến đó)","completing a tour (every stamp on it)"
"strings.js","pt_all","${…} placeholders must stay","check-in đủ cả ${n} điểm đến","checking in at all ${n} sites"
"strings.js","tally_stamps","${…} placeholders must stay","${n} tem đã sưu tầm","${n} stamps collected"
"strings.js","tally_tours","${…} placeholders must stay","Tuyến hoàn thành ${a}/${b}","Tours completed ${a}/${b}"
"strings.js","tally_all","UI label","Thưởng đủ bộ","Full-set bonus"
"strings.js","backup_title","UI label","Sao lưu & khôi phục","Backup & recovery"
"strings.js","backup_hint","UI label","Hộ chiếu được lưu trên máy bạn. Hãy ghi lại mã này — nếu đổi điện thoại hoặc xoá dữ liệu trình duyệt, bạn dùng mã để lấy lại toàn bộ tem.","Your passport is stored on this device. Note this code down — if you switch phones or clear your browser, it brings every stamp back."
"strings.js","your_code","UI label","Mã khôi phục","Recovery code"
"strings.js","copy","UI label","Sao chép","Copy"
"strings.js","copied","UI label","Đã sao chép","Copied"
"strings.js","copy_link","UI label","Sao chép link sao lưu","Copy backup link"
"strings.js","restore","UI label","Khôi phục từ mã khác","Restore from another code"
"strings.js","restore_do","UI label","Khôi phục","Restore"
"strings.js","restore_ok","UI label","✅ Đã khôi phục hộ chiếu.","✅ Passport restored."
"strings.js","restore_bad","UI label","Mã gồm 8 ký tự.","The code is 8 characters."
"strings.js","restore_missing","UI label","Không tìm thấy hộ chiếu với mã này.","No passport found for that code."
"strings.js","restore_offline","UI label","Chưa kết nối được máy chủ. Thử lại khi có mạng.","Could not reach the server. Try again when online."
"strings.js","offline_ok","UI label","Mất mạng vẫn check-in được — dữ liệu tự gửi lên khi có kết nối lại.","Check-in works offline — your data uploads once you are back online."
"strings.js","ticket_points","UI label","Điểm bán vé","Ticket counters"
"strings.js","walk","${…} placeholders must stay","${d} · ~${m} phút đi bộ","${d} · ~${m} min walk"
"strings.js","open_tour","UI label","Xem chi tiết tuyến →","Open tour →"
"strings.js","popup_detail","UI label","Xem & check-in","Open & check in"
"strings.js","popup_dir","UI label","Chỉ đường","Directions"
"strings.js","stamped","UI label","Đã check-in","Checked in"
"strings.js","open_now","UI label","Đang mở","Open now"
"strings.js","closed_now","UI label","Đã đóng cửa","Closed"
"strings.js","closing_soon","${…} placeholders must stay","Sắp đóng · còn ${m} phút","Closing in ${m} min"
"strings.js","opens_at","${…} placeholders must stay","Mở lúc ${t}","Opens ${t}"
"strings.js","filter_open","UI label","Đang mở","Open now"
"strings.js","closed_warning","UI label","Điểm này đang đóng cửa — bạn vẫn check-in được nếu đứng đúng vị trí.","This site is closed right now — you can still check in if you are at the spot."
"strings.js","org_title","UI label","Bảng điều hành","Organizer dashboard"
"strings.js","org_sub","UI label","Dữ liệu check-in theo điểm đến","Check-ins per destination"
"strings.js","org_evenness","UI label","Độ đồng đều","Evenness"
"strings.js","org_total","UI label","Lượt check-in","Check-ins"
"strings.js","org_covered","UI label","Điểm có khách","Sites visited"
"strings.js","org_spotlight_now","UI label","Đang được thưởng điểm","Currently bonus-boosted"
"strings.js","org_refresh","UI label","Tải lại","Refresh"
"strings.js","org_export","UI label","⬇ Tải CSV","⬇ Export CSV"
"strings.js","org_no_data","UI label","Chưa có lượt check-in nào. Số liệu hiện ra ngay khi có người check-in đầu tiên.","No check-ins yet. Numbers appear as soon as the first visitor checks in."
"strings.js","org_survey","UI label","Toạ độ cần khảo sát lại","Coordinates to re-survey"
"strings.js","org_quiz_todo","UI label","Bộ câu hỏi còn tự sinh","Quiz banks still auto-generated"
"strings.js","org_nearest_ticket","UI label","Quầy vé gần nhất","Nearest counter"
"strings.js","org_traffic","UI label","Lượng khách (khảo sát)","Footfall (survey)"
"strings.js","org_priority","UI label","Ưu tiên quảng bá","Promo priority"
"strings.js","lvl_low","UI label","thấp","low"
"strings.js","lvl_medium","UI label","trung bình","medium"
"strings.js","lvl_high","UI label","cao","high"
"strings.js","org_updated","${…} placeholders must stay","Cập nhật lúc ${t}","Updated ${t}"
"strings.js","org_tier_volunteer","UI label","Tình nguyện viên (chỉ xem)","Volunteer (view only)"
"strings.js","org_tier_admin","UI label","Ban tổ chức (sửa được nội dung)","Organizer (can edit content)"
"strings.js","org_edit","UI label","Sửa nội dung","Edit content"
"strings.js","org_edit_hint","UI label","Sửa ở đây rồi bấm tải file JSON về và gửi cho kỹ thuật thay vào src/lib/data/. Không lưu thẳng lên máy chủ — sửa xong mà không tải file là mất.","Edit here, download the JSON and hand it to the dev to replace src/lib/data/. Nothing is saved to the server — edits are lost if you do not download."
"strings.js","org_need_admin","UI label","Cần mã ban tổ chức để sửa nội dung. Mã tình nguyện viên chỉ xem được số liệu.","Editing content needs the organizer code. The volunteer code can only read the numbers."
"strings.js","org_tab_dest","UI label","Điểm đến","Destinations"
"strings.js","org_tab_tours","UI label","Tuyến","Tours"
"strings.js","org_tab_rewards","UI label","Phần thưởng","Rewards"
"strings.js","org_tab_event","UI label","Giới thiệu","About"
"strings.js","org_tours_hint","UI label","Thứ tự điểm dừng chính là thứ tự đi bộ. Mỗi điểm đến chỉ được thuộc một tuyến; điểm không nằm trong tuyến nào vẫn nhận tem và điểm thưởng, chỉ là không tạo thành bộ đổi quà.","Stop order is the walking order. A destination can be in at most one tour; sites in no tour still earn stamps and points, they just are not a voucher set."
"strings.js","org_rewards_hint","${…} placeholders must stay","Mốc điểm phải tăng dần và không vượt quá ${n} điểm (mức tối đa chắc chắn đạt được).","Point thresholds must ascend and cannot exceed ${n}, the score every visitor can be sure of reaching."
"strings.js","org_event_hint","UI label","Nội dung trang chủ.","Home page copy."
"strings.js","org_add_tour","UI label","+ Thêm tuyến","+ Add tour"
"strings.js","org_del_tour","UI label","Xoá tuyến","Delete tour"
"strings.js","org_add_stop","UI label","+ Thêm điểm dừng","+ Add stop"
"strings.js","org_add_tier","UI label","+ Thêm mốc","+ Add tier"
"strings.js","org_del_tier","UI label","Xoá mốc","Delete tier"
"strings.js","org_add_step","UI label","+ Thêm bước","+ Add step"
"strings.js","org_del_step","UI label","Xoá bước","Delete step"
"strings.js","org_download_json","${…} placeholders must stay","⬇ Tải ${f}","⬇ Download ${f}"
"strings.js","org_load_json","UI label","Mở file đã sửa","Open an edited file"
"strings.js","org_reset","UI label","Về bản gốc","Back to shipped version"
"strings.js","org_reset_confirm","UI label","Bỏ hết thay đổi chưa tải về?","Discard every change you have not downloaded?"
"strings.js","org_problems","${…} placeholders must stay","${n} lỗi — sửa hết rồi mới tải file về","${n} problems — fix them before downloading"
"strings.js","org_data_ok","UI label","✔ Dữ liệu hợp lệ","✔ Data is valid"
"strings.js","org_bad_file","${…} placeholders must stay","Không đọc được file: ${m}","Could not read that file: ${m}"
"strings.js","org_add_q","UI label","+ Thêm câu hỏi","+ Add question"
"strings.js","org_del_q","UI label","Xoá câu","Delete"
"strings.js","org_add_opt","UI label","+ Thêm đáp án","+ Add option"
"strings.js","org_del_opt","UI label","Xoá","Remove"
"strings.js","org_answer","UI label","Đáp án đúng","Correct answer"
"strings.js","org_generated","UI label","tự sinh","auto-generated"
"strings.js","org_reviewed","UI label","Đã kiểm tra","Mark reviewed"
"strings.js","org_needs_survey","UI label","Toạ độ cần khảo sát","Coordinates need a survey"
"strings.js","f_code","UI label","Mã","Code"
"strings.js","f_name","UI label","Tên","Name"
"strings.js","f_address","UI label","Địa chỉ","Address"
"strings.js","f_hours","UI label","Giờ mở cửa","Opening hours"
"strings.js","f_desc","UI label","Giới thiệu","Description"
"strings.js","f_category","UI label","Nhóm","Category"
"strings.js","f_radius","UI label","Bán kính (m)","Radius (m)"
"strings.js","f_question","UI label","Câu hỏi","Question"
"strings.js","f_difficulty","UI label","Độ khó","Difficulty"
"strings.js","f_title","UI label","Tiêu đề","Title"
"strings.js","f_theme","UI label","Chủ đề","Theme"
"strings.js","f_voucher","UI label","Quà tặng","Voucher"
"strings.js","f_stops","UI label","Điểm dừng","Stops"
"strings.js","f_points","UI label","Điểm","Points"
"strings.js","f_icon","UI label","Biểu tượng","Icon"
"strings.js","f_reward","UI label","Phần thưởng","Reward"
"strings.js","f_subtitle","UI label","Phụ đề","Subtitle"
"strings.js","f_tagline","UI label","Thông điệp","Tagline"
"strings.js","f_year","UI label","Năm","Year"
"strings.js","f_venue","UI label","Địa điểm","Venue"
"strings.js","f_dates","UI label","Thời gian","Dates"
"strings.js","f_intro","UI label","Giới thiệu","Intro"
"strings.js","f_note","UI label","Ghi chú","Note"
"strings.js","f_steps","UI label","Các bước","Steps"
"strings.js","org_details","UI label","Chi tiết","Details"
"strings.js","lvl_easy","UI label","dễ","easy"
"strings.js","lvl_hard","UI label","khó","hard"
